SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,NPOPCHG_2010,NPOPCHG_2011,NPOPCHG_2012,NPOPCHG_2013,NPOPCHG_2014,BIRTHS2010,BIRTHS2011,BIRTHS2012,BIRTHS2013,BIRTHS2014,DEATHS2010,DEATHS2011,DEATHS2012,DEATHS2013,DEATHS2014,NATURALINC2010,NATURALINC2011,NATURALINC2012,NATURALINC2013,NATURALINC2014,INTERNATIONALMIG2010,INTERNATIONALMIG2011,INTERNATIONALMIG2012,INTERNATIONALMIG2013,INTERNATIONALMIG2014,DOMESTICMIG2010,DOMESTICMIG2011,DOMESTICMIG2012,DOMESTICMIG2013,DOMESTICMIG2014,NETMIG2010,NETMIG2011,NETMIG2012,NETMIG2013,NETMIG2014,RESIDUAL2010,RESIDUAL2011,RESIDUAL2012,RESIDUAL2013,RESIDUAL2014,GQESTIMATESBASE2010,GQESTIMATES2010,GQESTIMATES2011,GQESTIMATES2012,GQESTIMATES2013,GQESTIMATES2014,RBIRTH2011,RBIRTH2012,RBIRTH2013,RBIRTH2014,RDEATH2011,RDEATH2012,RDEATH2013,RDEATH2014,RNATURALINC2011,RNATURALINC2012,RNATURALINC2013,RNATURALINC2014,RINTERNATIONALMIG2011,RINTERNATIONALMIG2012,RINTERNATIONALMIG2013,RINTERNATIONALMIG2014,RDOMESTICMIG2011,RDOMESTICMIG2012,RDOMESTICMIG2013,RDOMESTICMIG2014,RNETMIG2011,RNETMIG2012,RNETMIG2013,RNETMIG2014
050,1,1,09,003,Connecticut,Hartford County,894014,894029,895197,897142,897698,898848,897985,1168,1945,556,1150,-863,2361,9733,9476,9444,9501,1818,7932,7737,7804,7912,543,1801,1739,1640,1589,896,4592,4548,4764,4758,-188,-4263,-5703,-4696,-7090,708,329,-1155,68,-2332,-83,-185,-28,-558,-120,28227,29052,28756,27750,27883,27887,10.860668657,10.559158477,10.513507586,10.575273272,8.8510041906,8.621381293,8.6877819995,8.8066058448,2.0096644664,1.9377771835,1.8257255868,1.7686674276,5.1240306661,5.0678612021,5.3035101801,5.2959846575,-4.756912615,-6.354884001,-5.227809363,-7.89166272,0.3671180508,-1.287022799,0.075700817,-2.595678062
050,1,1,09,005,Connecticut,Litchfield County,189927,189927,189742,188898,187415,186660,184993,-185,-844,-1483,-755,-1667,388,1555,1469,1430,1436,370,1671,1750,1795,1771,18,-116,-281,-365,-335,44,141,145,162,161,-233,-780,-1352,-502,-1444,-189,-639,-1207,-340,-1283,-14,-89,5,-50,-49,2804,2804,2782,2727,2686,2685,8.213606592,7.8073305998,7.6455256299,7.7276384154,8.8263257976,9.3007682435,9.597005948,9.5303952881,-0.612719206,-1.493437644,-1.951480318,-1.802756873,0.7447707585,0.770635083,0.86613647,0.8663995716,-4.120008451,-7.185507809,-2.683953753,-7.770689326,-3.375237693,-6.414872726,-1.817817283,-6.904289754
050,1,1,09,007,Connecticut,Middlesex County,165676,165676,165625,166195,165520,165389,164943,-51,570,-675,-131,-446,355,1534,1476,1368,1423,343,1458,1426,1438,1419,12,76,50,-70,4,95,360,370,410,410,-155,236,-1107,-429,-735,-60,596,-737,-19,-325,-3,-102,12,-42,-125,5085,5098,5174,5055,4923,4924,9.2459767344,8.8992056434,8.2681341396,8.615574634,8.7878970526,8.5977420376,8.6912111789,8.5913565746,0.4580796818,0.3014636058,-0.423077039,0.0242180594,2.1698511241,2.230830683,2.4780226588,2.4823510892,1.4224579591,-6.674404233,-2.592857855,-4.450068416,3.5923090832,-4.44357355,-0.114835196,-1.967717327
050,1,1,09,009,Connecticut,New Haven County,862477,862474,863367,864049,864031,863016,861277,893,682,-18,-1015,-1739,2247,9265,9044,9050,8974,1712,7569,7576,7627,7625,535,1696,1468,1423,1349,686,3567,3555,3727,3728,-243,-4379,-5024,-5728,-6725,443,-812,-1469,-2001,-2997,-85,-202,-17,-437,-91,29198,29907,30503,29868,29819,29800,10.72700496,10.467108004,10.48031698,10.408903823,8.763378364,8.7681125874,8.8324174154,8.8442045522,1.963626596,1.6989954169,1.647899565,1.5646992709,4.1298679646,4.1143928522,4.3160377222,4.3240910912,-5.070000509,-5.814545623,-6.633287919,-7.800298441,-0.940132545,-1.700152771,-2.317250196,-3.47620735
050,1,1,09,011,Connecticut,New London County,274055,274046,274102,274056,274544,273976,273676,56,-46,488,-568,-300,703,2764,2869,2702,2761,545,2229,2317,2285,2361,158,535,552,417,400,321,1010,1438,1288,1212,-434,-1448,-1514,-2181,-1831,-113,-438,-76,-893,-619,11,-143,12,-92,-81,12782,12790,12880,12555,12525,12755,10.084683613,10.459351075,9.8519652884,10.083045438,8.1326916692,8.4469558877,8.3315102458,8.6222637733,1.9519919439,2.0123951878,1.5204550427,1.4607816643,3.6850689035,5.2424352898,4.696273609,4.4261684427,-5.283148289,-5.519504192,-7.952308029,-6.686728068,-1.598079386,-0.277068903,-3.25603442,-2.260559625
050,1,1,09,013,Connecticut,Tolland County,152691,152682,153199,153056,151925,151706,151367,517,-143,-1131,-219,-339,311,1180,1123,1148,1135,286,1007,938,960,958,25,173,185,188,177,69,298,317,338,336,396,-555,-1667,-703,-766,465,-257,-1350,-365,-430,27,-59,34,-42,-86,16117,16584,16469,15414,15510,15515,7.7059966368,7.3643931917,7.5618102236,7.4899446668,6.5762191638,6.1512028618,6.3234649953,6.321909243,1.129777473,1.2131903299,1.2383452283,1.1680354238,1.9460906761,2.0788180247,2.2263866338,2.2172875842,-3.624430622,-10.93182854,-4.630620721,-5.054887766,-1.678339945,-8.853010515,-2.404234087,-2.837600182
050,1,1,09,015,Connecticut,Windham County,118428,118434,118607,118419,117939,117627,116998,173,-188,-480,-312,-629,308,1194,1191,1181,1182,247,983,983,908,954,61,211,208,273,228,42,279,283,280,282,70,-655,-977,-839,-1119,112,-376,-694,-559,-837,0,-23,6,-26,-20,4771,4945,4898,4964,4912,4915,10.07484411,10.077932628,10.026913901,10.075652637,8.2944487103,8.3178906574,7.709092144,8.1321257326,1.7803953997,1.7600419702,2.317821757,1.9435269046,2.3541721161,2.3946724883,2.3772530841,2.4038359084,-5.526819843,-8.267120216,-7.123269063,-9.538625466,-3.172647726,-5.872447728,-4.746015979,-7.134789558
040,3,5,10,000,Delaware,Delaware,897934,897936,899731,907829,916881,925240,935614,1795,8098,9052,8359,10374,2796,11300,11157,11013,11134,1840,7876,7699,8152,8278,956,3424,3458,2861,2856,536,2202,2393,2403,2387,260,2591,3283,3129,4790,796,4793,5676,5532,7177,43,-119,-82,-34,341,24413,24347,24756,25191,25272,25510,12.503042776,12.22879252,11.956869283,11.966548692,8.7145101684,8.4386012024,8.8506672472,8.8969903066,3.7885326075,3.7901913181,3.1062020356,3.0695583856,2.4364336454,2.6228825402,2.6089491407,2.5654887487,2.8668481268,3.5983800166,3.3971709785,5.1481739029,5.3032817721,6.2212625568,6.0061201191,7.7136626517
050,3,5,10,001,Delaware,Kent County,162310,162344,162954,165214,167666,169562,171987,610,2260,2452,1896,2425,538,2197,2171,2195,2219,333,1375,1379,1543,1542,205,822,792,652,677,96,310,535,416,392,299,1041,1132,892,1206,395,1351,1667,1308,1598,10,87,-7,-64,150,4322,4339,4493,4585,4589,4578,13.389483435,13.043739486,13.01789887,12.993743211,8.379854221,8.2852679644,9.1510787954,9.0294511183,5.0096292143,4.7584715213,3.8668200743,3.9642920928,1.8892762244,3.2143715453,2.4671735443,2.2954246682,6.3443114502,6.8012496996,5.2901894267,7.0619442598,8.2335876746,10.015621245,7.757362971,9.357368928
050,3,5,10,003,Delaware,New Castle County,538479,538477,538873,542324,546021,549233,552778,396,3451,3697,3212,3545,1674,6870,6762,6545,6609,1035,4390,4247,4325,4402,639,2480,2515,2220,2207,336,1543,1537,1647,1654,-580,-275,-288,-839,2,-244,1268,1249,808,1656,1,-297,-67,184,-318,17154,17114,17474,17782,17861,18117,12.70813737,12.426206763,11.951565573,11.994435627,8.1206292655,7.8045105183,7.8977113985,7.9890309625,4.5875081044,4.6216962452,4.0538541745,4.0054046647,2.8542439537,2.8244720194,3.0075215429,3.0017849187,-0.508695455,-0.529243944,-1.532064708,0.0036297278,2.3455484986,2.2952280757,1.4754568347,3.0054146465
050,3,5,10,005,Delaware,Sussex County,197145,197115,197904,200291,203194,206445,210849,789,2387,2903,3251,4404,584,2233,2224,2273,2306,472,2111,2073,2284,2334,112,122,151,-11,-28,104,349,321,340,341,541,1825,2439,3076,3582,645,2174,2760,3416,3923,32,91,-8,-154,509,2937,2894,2789,2824,2822,2815,11.215610442,11.023953802,11.097576159,11.052159868,10.60284534,10.275474925,11.151281982,11.18635782,0.6127651025,0.7484788778,-0.053705824,-0.134197952,1.7529100064,1.591137217,1.6599981935,1.6343393387,9.166363214,12.089668761,15.018101304,17.167752232,10.91927322,13.680805978,16.678099497,18.802091571
040,3,5,11,000,District of Columbia,District of Columbia,601723,601767,605210,620427,635040,649111,658893,3443,15217,14613,14071,9782,2311,9196,9234,9595,9647,1180,4675,4541,5046,5228,1131,4521,4693,4549,4419,733,3354,3509,3770,3760,1426,6945,6281,6278,1173,2159,10299,9790,10048,4933,153,397,130,-526,430,40021,40013,40171,40280,40297,40293,15.006074392,14.710064064,14.943725465,14.750719417,7.6286861444,7.2339615458,7.858888869,7.993859346,7.3773882479,7.476102518,7.0848365963,6.7568600708,5.4730723697,5.5899517869,5.8715836377,5.7492178923,11.332882411,10.005838465,9.7776663336,1.7935724967,16.805954781,15.595790252,15.649249971,7.542790389
050,3,5,11,001,District of Columbia,District of Columbia,601723,601767,605210,620427,635040,649111,658893,3443,15217,14613,14071,9782,2311,9196,9234,9595,9647,1180,4675,4541,5046,5228,1131,4521,4693,4549,4419,733,3354,3509,3770,3760,1426,6945,6281,6278,1173,2159,10299,9790,10048,4933,153,397,130,-526,430,40021,40013,40171,40280,40297,40293,15.006074392,14.710064064,14.943725465,14.750719417,7.6286861444,7.2339615458,7.858888869,7.993859346,7.3773882479,7.476102518,7.0848365963,6.7568600708,5.4730723697,5.5899517869,5.8715836377,5.7492178923,11.332882411,10.005838465,9.7776663336,1.7935724967,16.805954781,15.595790252,15.649249971,7.542790389
040,3,5,12,000,Florida,Florida,18801310,18804623,18852220,19107900,19355257,19600311,19893297,47597,255680,247357,245054,292986,53470,213209,214048,213306,214567,41814,174496,173743,183706,187102,11656,38713,40305,29600,27465,24148,110449,107644,112654,112306,11856,105157,98568,95807,138546,36004,215606,206212,208461,250852,-63,1361,840,6993,14669,424999,426848,428874,428118,431373,431463,11.233315385,11.130027626,10.951245789,10.865910251,9.1936484922,9.0342558204,9.4315657264,9.4750522667,2.0396668925,2.0957718057,1.5196800622,1.3908579839,5.8192123734,5.5972524564,5.7837174907,5.6873000816,5.5403934445,5.1253203163,4.9187833688,7.0161227103,11.359605818,10.722572773,10.702500859,12.703422792
050,3,5,12,001,Florida,Alachua County,247336,247335,247680,249712,251713,253309,256380,345,2032,2001,1596,3071,751,2824,3004,2819,2856,358,1762,1671,1816,1847,393,1062,1333,1003,1009,288,1243,1259,1351,1351,-356,-165,-578,-893,623,-68,1078,681,458,1974,20,-108,-13,135,88,13920,14038,14135,13301,13276,13311,11.355228874,11.981851723,11.163870089,11.206833971,7.0849551259,6.6650047365,7.1917659033,7.2475568435,4.2702737479,5.3168469861,3.9721041856,3.9592771278,4.9980699328,5.0216881887,5.3502619688,5.3012719521,-0.663460611,-2.305429526,-3.536479599,2.4446279986,4.3346093222,2.7162586628,1.8137823699,7.7458999508
050,3,5,12,003,Florida,Baker County,27115,27115,27072,27064,27041,27017,27093,-43,-8,-23,-24,76,77,360,344,332,336,79,228,226,219,217,-2,132,118,113,119,0,6,7,6,6,-40,-143,-147,-151,-34,-40,-137,-140,-145,-28,-1,-3,-1,8,-15,2344,2334,2314,2337,2367,2349,13.299837446,12.716015156,12.283103333,12.419146184,8.4232303827,8.354126236,8.1024085242,8.020698577,4.8766070637,4.3618889197,4.1806948093,4.3984476067,0.2216639574,0.2587561224,0.2219837952,0.2217704676,-5.282990986,-5.433878569,-5.586592179,-1.256699316,-5.061327028,-5.175122447,-5.364608384,-1.034928849
050,3,5,12,005,Florida,Bay County,168852,168852,169294,169700,171994,174966,178985,442,406,2294,2972,4019,569,2113,2286,2252,2300,406,1606,1573,1788,1800,163,507,713,464,500,94,197,440,331,310,176,-271,1137,2053,3043,270,-74,1577,2384,3353,9,-27,4,124,166,3817,3817,3730,3922,3943,3937,12.466297339,13.380392983,12.981323496,12.996149184,9.4750939545,9.2070683126,10.306663592,10.170899362,2.9912033841,4.1733246706,2.6746599032,2.8252498227,1.1622624589,2.5754037238,1.9080009223,1.7516548901,-1.598848357,6.6550773499,11.834217201,17.194470421,-0.436585898,9.2304810737,13.742218123,18.946125311
050,3,5,12,007,Florida,Bradford County,28520,28520,28544,28476,27132,26907,26702,24,-68,-1344,-225,-205,89,314,328,314,305,90,269,269,276,316,-1,45,59,38,-11,0,3,3,5,5,23,-138,-1457,-279,-198,23,-135,-1454,-274,-193,2,22,51,11,-1,4492,4569,4639,3292,3259,3209,11.013679411,11.796863761,11.621236514,11.378686415,9.4352858646,9.6748669256,10.214844834,11.789065269,1.5783935461,2.121996835,1.4063916801,-0.410378854,0.1052262364,0.1078981442,0.1850515369,0.1865358429,-4.840406875,-52.40253201,-10.32587576,-7.386819377,-4.735180638,-52.29463387,-10.14082422,-7.200283534
050,3,5,12,009,Florida,Brevard County,543376,543378,544029,544431,547669,551440,556885,651,402,3238,3771,5445,1230,5044,5121,5013,5043,1360,6189,6114,6636,6512,-130,-1145,-993,-1623,-1469,253,1105,1193,1175,1167,518,457,3132,3830,5098,771,1562,4325,5005,6265,10,-15,-94,389,649,7741,7805,7879,6846,7002,6726,9.2681403083,9.3782620639,9.1219342213,9.1002187986,11.372030208,11.196776852,12.075235486,11.751065797,-2.103889899,-1.818514788,-2.953301265,-2.650846999,2.0303915624,2.1847816134,2.1380954937,2.1058804953,0.8397185014,5.7357384855,6.9692814816,9.1994676652,2.8701100638,7.9205200989,9.1073769754,11.305348161
050,3,5,12,011,Florida,Broward County,1748066,1748148,1753576,1788367,1819773,1845393,1869235,5428,34791,31406,25620,23842,5401,21124,21165,21307,21354,3739,14466,14222,14665,15069,1662,6658,6943,6642,6285,3400,15541,14347,15505,15486,426,12996,9905,2866,2372,3826,28537,24252,18371,17858,-60,-404,211,607,-301,16974,16965,16964,16792,16124,16161,11.927916401,11.731806415,11.626758515,11.497248177,8.1683979669,7.8832861253,8.0023660593,8.1133292486,3.7595184338,3.8485202902,3.6243924559,3.3839189281,8.7754094292,7.9525739023,8.4607354756,8.3378470199,7.3383450835,5.490363456,1.5639127941,1.2771130783,16.113754513,13.442937358,10.02464827,9.6149600983
050,3,5,12,013,Florida,Calhoun County,14625,14625,14635,14763,14709,14647,14532,10,128,-54,-62,-115,41,134,168,136,143,14,163,156,127,138,27,-29,12,9,5,2,5,7,7,7,-18,117,-75,-69,-122,-16,122,-68,-62,-115,-1,35,2,-9,-5,1891,1894,1937,1956,1938,1959,9.1162664127,11.400651466,9.265567516,9.801569622,11.089189741,10.586319218,8.6524049598,9.4588573974,-1.972923328,0.8143322476,0.6131625562,0.3427122245,0.3401591945,0.4750271444,0.4769042104,0.4797971144,7.9597251514,-5.089576547,-4.700912931,-8.362178279,8.2998843459,-4.614549403,-4.224008721,-7.882381165
050,3,5,12,015,Florida,Charlotte County,159978,159989,159927,159613,162792,164948,168474,-62,-314,3179,2156,3526,242,997,999,1037,1037,584,2273,2189,2388,2420,-342,-1276,-1190,-1351,-1383,59,247,243,274,277,254,872,4080,3242,4009,313,1119,4323,3516,4286,-33,-157,46,-9,623,3012,2787,2552,3222,3211,3221,6.2402203167,6.1971743614,6.3281869775,6.2203453881,14.226700883,13.579193871,14.572527003,14.516138707,-7.986480566,-7.38201951,-8.244340026,-8.295793319,1.5459723352,1.5074207906,1.6720571184,1.6615580256,5.4578456531,25.309781176,19.783975102,24.047603338,7.0038179884,26.817201966,21.456032221,25.709161363
050,3,5,12,017,Florida,Citrus County,141236,141236,141283,139773,139290,139134,139377,47,-1510,-483,-156,243,262,1059,1065,1026,1009,597,2278,2309,2410,2410,-335,-1219,-1244,-1384,-1401,21,77,79,89,90,362,-235,683,938,1449,383,-158,762,1027,1539,-1,-133,-1,201,105,2251,2251,2251,2251,2250,2249,7.5358647387,7.6326850926,7.3700543057,7.2456743181,16.210292611,16.548234628,17.311726001,17.306318242,-8.674427872,-8.915549535,-9.941671695,-10.06064392,0.5479335079,0.5661803965,0.6393127029,0.6462940422,-1.672264602,4.8949520359,6.7379248915,10.40533408,-1.124331094,5.4611324325,7.3772375945,11.051628122
050,3,5,12,019,Florida,Clay County,190865,190865,191423,192291,194294,196535,199798,558,868,2003,2241,3263,509,2107,2085,2088,2093,335,1483,1488,1552,1591,174,624,597,536,502,114,423,593,505,489,277,-234,869,1227,2132,391,189,1462,1732,2621,-7,55,-56,-27,140,1251,1251,1251,1251,1251,1251,10.982137738,10.786760997,10.684979876,10.561825536,7.7297153609,7.6981776323,7.9420923217,8.0286022108,3.2524223771,3.0885833646,2.7428875544,2.5332233248,2.2047670922,3.0678893387,2.5842504011,2.467621924,-1.219658391,4.4957771253,6.2789608755,10.758629738,0.9851087008,7.563666464,8.8632112765,13.226251662
050,3,5,12,021,Florida,Collier County,321520,321520,322710,327903,332873,340106,348777,1190,5193,4970,7233,8671,813,3284,3193,3125,3187,748,2854,2970,2956,3156,65,430,223,169,31,480,2135,1966,2171,2189,730,2181,2868,5131,5514,1210,4316,4834,7302,7703,-85,447,-87,-238,937,4546,4546,4546,4546,4547,4548,10.095094934,9.6643945906,9.2870654211,9.2526597405,8.7732645982,8.9894306089,8.7848209231,9.1626589711,1.3218303354,0.6749639817,0.502244498,0.0900007694,6.5630413164,5.9505793189,6.4519100893,6.3552156172,6.7044464221,8.680702689,15.248618456,16.008523944,13.267487738,14.631282008,21.700528545,22.363739561
050,3,5,12,023,Florida,Columbia County,67531,67532,67606,67340,67943,67563,67857,74,-266,603,-380,294,229,768,782,798,769,211,745,729,786,768,18,23,53,12,1,10,31,29,30,29,49,-278,509,-427,312,59,-247,538,-397,341,-3,-42,12,5,-48,4606,4605,4646,4944,4917,4948,11.38233071,11.560950009,11.778076248,11.357258898,11.041453618,10.777407361,11.600962319,11.342490031,0.3408770916,0.7835426476,0.1771139285,0.0147688672,0.4594430365,0.4287308827,0.4427848213,0.4282971496,-4.120166585,7.524966182,-6.302303957,4.6078865751,-3.660723549,7.9536970647,-5.859519136,5.0361837247
050,3,5,12,027,Florida,DeSoto County,34862,34862,34916,34636,34745,34616,35012,54,-280,109,-129,396,95,424,382,350,360,56,311,278,273,279,39,113,104,77,81,19,112,96,114,122,-2,-527,-91,-258,194,17,-415,5,-144,316,-2,22,0,-62,-1,3798,3793,3774,3805,3831,3827,12.19231654,11.011660253,10.092126699,10.340667548,8.9429491603,8.0137213358,7.8718588256,8.0140173493,3.2493673798,2.997938917,2.2202678739,2.3266501982,3.2206119163,2.7673282311,3.2871498392,3.5043373356,-15.15412928,-2.623196552,-7.43933911,5.5724708451,-11.93351737,0.1441316787,-4.152189271,9.0768081806
050,3,5,12,029,Florida,Dixie County,16422,16422,16409,16354,16063,15954,15907,-13,-55,-291,-109,-47,44,157,131,175,154,49,209,187,204,194,-5,-52,-56,-29,-40,2,4,2,2,2,-8,-5,-235,-58,6,-6,-1,-233,-56,8,-2,-2,-2,-24,-15,1430,1430,1430,1444,1430,1440,9.5839819308,8.0821791036,10.931692538,9.6669909921,12.758294417,11.53715643,12.743230159,12.177897743,-3.174312487,-3.454977327,-1.811537621,-2.510906751,0.2441778836,0.1233920474,0.124933629,0.1255453376,-0.305222354,-14.49856557,-3.623075241,0.3766360127,-0.061044471,-14.37517352,-3.498141612,0.5021813502
050,3,5,12,031,Florida,Duval County,864263,864263,865842,872294,880595,887322,897698,1579,6452,8301,6727,10376,3092,12575,12390,12463,12472,1756,7041,7286,7870,7921,1336,5534,5104,4593,4551,696,2592,3340,3090,3011,-416,-1335,-83,-1251,2636,280,1257,3257,1839,5647,-37,-339,-60,295,178,19985,20182,20266,20284,20432,20568,14.469523674,14.13666239,14.099078181,13.97407312,8.1017825993,8.3131333473,8.9031328959,8.8749705886,6.3677410743,5.8235290426,5.1959452848,5.0991025311,2.9825053966,3.8108516854,3.4956392184,3.373631668,-1.536128358,-0.094700805,-1.41522481,2.9534683085,1.4463770384,3.7161508801,2.0804144086,6.3270999765
050,3,5,12,033,Florida,Escambia County,297619,297619,298110,299642,304214,307871,310659,491,1532,4572,3657,2788,956,3815,3942,3825,3885,755,3014,3031,3245,3272,201,801,911,580,613,258,465,1368,922,809,43,351,2275,1966,1327,301,816,3643,2888,2136,-11,-85,18,189,39,17959,18044,18479,19586,20868,20874,12.764490959,13.056092843,12.49826413,12.562042261,10.084449738,10.038817201,10.60310251,10.579923367,2.6800412211,3.0172756419,1.8951616197,1.9821188948,1.5558291733,4.5308815347,3.0126534713,2.6158795855,1.1744000857,7.5349089849,6.4239443868,4.2908185537,2.730229259,12.06579052,9.4365978581,6.9066981391
050,3,5,12,035,Florida,Flagler County,95696,95696,96053,97295,98510,99950,102408,357,1242,1215,1440,2458,202,807,873,735,798,226,1039,1111,1194,1114,-24,-232,-238,-459,-316,45,205,209,227,228,336,1197,1281,1626,2197,381,1402,1490,1853,2425,0,72,-37,46,349,684,684,684,684,684,684,8.3476425926,8.917034805,7.4070341631,7.887012127,10.747460537,11.348024821,12.032651416,11.010189862,-2.399817945,-2.430990016,-4.625617253,-3.123177735,2.1205287875,2.1347769465,2.2876146327,2.2534320363,12.38181931,13.08444626,16.386173536,21.713992034,14.502348098,15.219223207,18.673788169,23.96742407
050,3,5,12,037,Florida,Franklin County,11549,11549,11538,11518,11671,11639,11815,-11,-20,153,-32,176,31,105,106,108,111,54,127,119,113,99,-23,-22,-13,-5,12,4,25,24,24,25,10,-25,139,-61,142,14,0,163,-37,167,-2,2,3,10,-3,1828,1816,1797,1840,1800,1926,9.1082581541,9.1422657294,9.2664092664,9.4653364032,11.016655101,10.263486998,9.6954096954,8.442056792,-1.908396947,-1.121221269,-0.429000429,1.0232796112,2.1686328938,2.0699469576,2.0592020592,2.1318325232,-2.168632894,11.988442796,-5.233805234,12.108808732,0,14.058389754,-3.174603175,14.240641255
050,3,5,12,039,Florida,Gadsden County,46389,47746,47814,47387,46653,46191,46281,68,-427,-734,-462,90,206,593,581,537,523,69,446,446,501,491,137,147,135,36,32,21,105,91,101,102,-88,-692,-984,-584,-33,-67,-587,-893,-483,69,-2,13,24,-15,-11,3518,3473,3436,3134,3074,3418,12.457852333,12.356444066,11.567791134,11.311532139,9.3696494785,9.4853253934,10.792296756,10.619430747,3.088202855,2.8711186729,0.7754943777,0.6921013929,2.2058591822,1.935346661,2.1756925596,2.2060731897,-14.53766242,-20.92726499,-12.58024213,-0.713729561,-12.33180324,-18.99191833,-10.40454957,1.4923436283
050,3,5,12,041,Florida,Gilchrist County,16939,16939,16987,16979,16872,16907,16997,48,-8,-107,35,90,42,179,189,204,204,19,166,183,188,174,23,13,6,16,30,2,10,10,11,11,23,-40,-124,-3,65,25,-30,-114,8,76,0,9,1,11,-16,1128,1130,1141,1139,1087,1094,10.539951716,11.166582967,12.078510317,12.033978292,9.7744803627,10.812088269,11.131176175,10.264275602,0.7654713537,0.3544946974,0.9473341425,1.7697026899,0.5888241182,0.5908244956,0.651292223,0.6488909863,-2.355296473,-7.326223745,-0.177625152,3.8343558282,-1.766472355,-6.73539925,0.4736670713,4.4832468145
050,3,5,12,043,Florida,Glades County,12884,12884,12939,13150,13026,13201,13635,55,211,-124,175,434,22,72,71,66,77,8,108,106,95,107,14,-36,-35,-29,-30,21,94,86,95,94,31,31,-177,107,290,52,125,-91,202,384,-11,122,2,2,80,1483,1483,1483,1482,1477,1483,5.5195676339,5.4248166259,5.0329812788,5.7385601431,8.2793514508,8.0990220049,7.2444427498,7.9743627962,-2.759783817,-2.674205379,-2.211461471,-2.235802653,7.2061021887,6.5709046455,7.2444427498,7.0055149799,2.376480509,-13.52383863,8.1595302551,21.61275898,9.5825826977,-6.952933985,15.403973005,28.61827396
050,3,5,12,045,Florida,Gulf County,15863,15863,15817,15670,15670,15805,15944,-46,-147,0,135,139,28,127,131,124,124,17,155,169,170,151,11,-28,-38,-46,-27,1,2,2,2,2,-59,-146,32,187,151,-58,-144,34,189,153,1,25,4,-8,13,3450,3397,3354,3452,3496,3596,8.0668212278,8.3599234205,7.8792692613,7.8112696463,9.8453329946,10.784939375,10.802223987,9.5121106177,-1.778511767,-2.425015954,-2.922954726,-1.700840971,0.1270365548,0.1276324186,0.1270849881,0.1259882201,-9.273668498,2.0421186981,11.882446386,9.5121106177,-9.146631943,2.1697511168,12.009531374,9.6380988378
050,3,5,12,047,Florida,Hamilton County,14799,14799,14672,14594,14699,14319,14048,-127,-78,105,-380,-271,39,181,148,141,149,13,125,137,127,114,26,56,11,14,35,1,7,7,8,8,-158,-153,86,-392,-338,-157,-146,93,-384,-330,4,12,1,-10,24,3064,2995,2940,3001,2738,2480,12.369302262,10.104803195,9.7181060032,10.505164452,8.5423358163,9.3537705254,8.7531876766,8.0375083724,3.8269664457,0.7510326699,0.9649183266,2.4676560792,0.4783708057,0.4779298809,0.5513819009,0.5640356753,-10.45581904,5.8717099648,-27.01771314,-23.83050728,-9.977448233,6.3496398457,-26.46633124,-23.2664716
